order_id,order_date,product_id,qty_ordered,customer_id
1434,2024-01-22,16,7,CUST_79
1435,2024-01-22,17,10,CUST_78
1436,2024-01-22,18,6,CUST_129
1437,2024-01-22,19,4,CUST_139
1438,2024-01-22,20,5,CUST_154
1439,2024-01-23,1,11,CUST_192
1440,2024-01-23,2,4,CUST_7
1441,2024-01-23,3,14,CUST_65
1442,2024-01-23,4,8,CUST_64
1443,2024-01-23,5,4,CUST_38
1444,2024-01-23,6,4,CUST_64
1445,2024-01-23,7,13,CUST_183
1446,2024-01-23,8,3,CUST_185
1447,2024-01-23,9,12,CUST_122
1448,2024-01-23,10,5,CUST_185
1449,2024-01-23,11,1,CUST_156
1450,2024-01-23,13,9,CUST_51
1451,2024-01-23,14,7,CUST_196
1452,2024-01-23,15,5,CUST_19
1453,2024-01-23,16,3,CUST_107
1454,2024-01-23,17,12,CUST_92
1455,2024-01-23,18,19,CUST_162
1456,2024-01-23,19,2,CUST_151
1457,2024-01-23,20,17,CUST_79
1458,2024-01-24,1,1,CUST_3
1459,2024-01-24,2,5,CUST_8
1460,2024-01-24,3,5,CUST_135
1461,2024-01-24,4,10,CUST_37
1462,2024-01-24,5,9,CUST_55
1463,2024-01-24,6,8,CUST_172
1464,2024-01-24,7,3,CUST_56
1465,2024-01-24,8,10,CUST_134
1466,2024-01-24,9,9,CUST_188
1467,2024-01-24,10,17,CUST_195
1468,2024-01-24,11,10,CUST_59
1469,2024-01-24,12,11,CUST_85
1470,2024-01-24,13,13,CUST_113
1471,2024-01-24,14,13,CUST_36
1472,2024-01-24,15,9,CUST_39
1473,2024-01-24,16,8,CUST_158
1474,2024-01-24,17,2,CUST_8
1475,2024-01-24,18,9,CUST_150
1476,2024-01-24,19,9,CUST_55
1477,2024-01-24,20,2,CUST_78
1478,2024-01-25,1,6,CUST_174
1479,2024-01-25,2,12,CUST_35
1480,2024-01-25,3,9,CUST_150
1481,2024-01-25,4,10,CUST_74
1482,2024-01-25,5,2,CUST_86
1483,2024-01-25,6,4,CUST_76
1484,2024-01-25,7,14,CUST_46
1485,2024-01-25,8,1,CUST_124
1486,2024-01-25,9,6,CUST_169
1487,2024-01-25,10,11,CUST_68
1488,2024-01-25,11,5,CUST_168
1489,2024-01-25,12,3,CUST_131
1490,2024-01-25,13,3,CUST_8
1491,2024-01-25,14,7,CUST_93
1492,2024-01-25,15,13,CUST_141
1493,2024-01-25,16,12,CUST_124
1494,2024-01-25,17,12,CUST_169
1495,2024-01-25,18,8,CUST_122
1496,2024-01-25,19,3,CUST_51
1497,2024-01-25,20,15,CUST_24
1498,2024-01-26,1,12,CUST_39
1499,2024-01-26,2,13,CUST_159
1500,2024-01-26,3,4,CUST_69
1501,2024-01-26,4,12,CUST_108
1502,2024-01-26,5,11,CUST_110
1503,2024-01-26,6,7,CUST_140
1504,2024-01-26,7,10,CUST_116
1505,2024-01-26,8,9,CUST_137
1506,2024-01-26,9,6,CUST_32
1507,2024-01-26,10,7,CUST_77
1508,2024-01-26,11,1,CUST_140
1509,2024-01-26,12,14,CUST_163
1510,2024-01-26,13,6,CUST_180
1511,2024-01-26,14,21,CUST_129
1512,2024-01-26,15,16,CUST_18
1513,2024-01-26,16,8,CUST_154
1514,2024-01-26,17,14,CUST_183
1515,2024-01-26,18,13,CUST_164
1516,2024-01-26,19,13,CUST_60
1517,2024-01-26,20,2,CUST_70
1518,2024-01-27,1,13,CUST_48
1519,2024-01-27,2,14,CUST_30
1520,2024-01-27,3,2,CUST_32
1521,2024-01-27,4,6,CUST_17
1522,2024-01-27,5,6,CUST_82
1523,2024-01-27,6,12,CUST_110
1524,2024-01-27,7,2,CUST_60
1525,2024-01-27,8,6,CUST_80
1526,2024-01-27,9,7,CUST_43
1527,2024-01-27,10,14,CUST_18
1528,2024-01-27,11,4,CUST_162
1529,2024-01-27,12,18,CUST_88
1530,2024-01-27,13,9,CUST_88
1531,2024-01-27,14,12,CUST_117
1532,2024-01-27,15,5,CUST_92
1533,2024-01-27,16,1,CUST_90
1534,2024-01-27,17,5,CUST_168
1535,2024-01-27,18,8,CUST_93
1536,2024-01-27,19,16,CUST_49
1537,2024-01-27,20,11,CUST_163
1538,2024-01-28,1,4,CUST_68
1539,2024-01-28,2,4,CUST_72
1540,2024-01-28,3,1,CUST_113
1541,2024-01-28,4,8,CUST_21
1542,2024-01-28,5,11,CUST_143
1543,2024-01-28,6,14,CUST_10
1544,2024-01-28,7,13,CUST_146
1545,2024-01-28,8,6,CUST_103
1546,2024-01-28,9,10,CUST_54
1547,2024-01-28,10,8,CUST_101
1548,2024-01-28,11,14,CUST_87
1549,2024-01-28,12,5,CUST_172
1550,2024-01-28,13,14,CUST_45
1551,2024-01-28,14,11,CUST_121
1552,2024-01-28,15,10,CUST_70
1553,2024-01-28,16,8,CUST_116
1554,2024-01-28,17,4,CUST_83
1555,2024-01-28,18,2,CUST_64
1556,2024-01-28,19,14,CUST_141
1557,2024-01-28,20,7,CUST_144
1558,2024-01-29,1,12,CUST_79
1559,2024-01-29,2,1,CUST_89
1560,2024-01-29,3,18,CUST_179
1561,2024-01-29,4,9,CUST_21
1562,2024-01-29,5,2,CUST_36
1563,2024-01-29,6,21,CUST_117
1564,2024-01-29,7,16,CUST_16
1565,2024-01-29,8,3,CUST_143
1566,2024-01-29,9,7,CUST_137
1567,2024-01-29,10,4,CUST_172
1568,2024-01-29,11,13,CUST_11
1569,2024-01-29,12,5,CUST_158
1570,2024-01-29,13,3,CUST_96
1571,2024-01-29,14,12,CUST_102
1572,2024-01-29,15,8,CUST_186
1573,2024-01-29,16,9,CUST_43
1574,2024-01-29,17,14,CUST_103
1575,2024-01-29,18,6,CUST_96
1576,2024-01-29,19,4,CUST_91
1577,2024-01-29,20,2,CUST_190
1578,2024-01-30,1,3,CUST_15
1579,2024-01-30,2,10,CUST_81
1580,2024-01-30,3,5,CUST_8
1581,2024-01-30,4,1,CUST_67
1582,2024-01-30,5,15,CUST_24
1583,2024-01-30,6,4,CUST_137
1584,2024-01-30,7,1,CUST_80
1585,2024-01-30,8,9,CUST_74
1586,2024-01-30,9,6,CUST_31
1587,2024-01-30,10,6,CUST_87
1588,2024-01-30,11,16,CUST_97
1589,2024-01-30,12,6,CUST_75
1590,2024-01-30,13,3,CUST_111
1591,2024-01-30,14,13,CUST_133
1592,2024-01-30,15,6,CUST_132
1593,2024-01-30,16,10,CUST_76
1594,2024-01-30,17,14,CUST_148
1595,2024-01-30,18,16,CUST_187
1596,2024-01-30,19,2,CUST_23
1597,2024-01-30,20,8,CUST_170
1598,2024-01-31,1,14,CUST_33
1599,2024-01-31,2,5,CUST_3
1600,2024-01-31,3,5,CUST_60
1601,2024-01-31,4,9,CUST_197
1602,2024-01-31,5,6,CUST_156
1603,2024-01-31,6,9,CUST_24
1604,2024-01-31,7,9,CUST_190
1605,2024-01-31,8,7,CUST_184
1606,2024-01-31,9,10,CUST_111
1607,2024-01-31,10,11,CUST_84
1608,2024-01-31,11,6,CUST_31
1609,2024-01-31,12,2,CUST_192
1610,2024-01-31,13,13,CUST_42
1611,2024-01-31,14,16,CUST_12
1612,2024-01-31,15,9,CUST_39
1613,2024-01-31,16,8,CUST_81
1614,2024-01-31,17,8,CUST_129
1615,2024-01-31,18,3,CUST_67
1616,2024-01-31,19,7,CUST_108
1617,2024-01-31,20,4,CUST_136
1618,2024-02-01,1,3,CUST_108
1619,2024-02-01,2,11,CUST_91
1620,2024-02-01,3,14,CUST_12
1621,2024-02-01,4,1,CUST_127
1622,2024-02-01,5,7,CUST_98
1623,2024-02-01,6,5,CUST_132
1624,2024-02-01,7,11,CUST_144
1625,2024-02-01,8,6,CUST_193
1626,2024-02-01,9,15,CUST_194
1627,2024-02-01,10,1,CUST_115
1628,2024-02-01,11,9,CUST_62
1629,2024-02-01,12,1,CUST_44
1630,2024-02-01,13,9,CUST_139
1631,2024-02-01,14,9,CUST_92
1632,2024-02-01,15,5,CUST_8
1633,2024-02-01,16,12,CUST_151
1634,2024-02-01,17,7,CUST_33
1635,2024-02-01,18,8,CUST_72
1636,2024-02-01,19,3,CUST_16
1637,2024-02-01,20,7,CUST_178
1638,2024-02-02,1,7,CUST_116
1639,2024-02-02,2,9,CUST_194
1640,2024-02-02,3,6,CUST_34
1641,2024-02-02,4,4,CUST_137
1642,2024-02-02,5,8,CUST_78
1643,2024-02-02,6,4,CUST_174
1644,2024-02-02,7,18,CUST_86
1645,2024-02-02,8,4,CUST_131
1646,2024-02-02,9,10,CUST_120
1647,2024-02-02,10,1,CUST_146
1648,2024-02-02,11,16,CUST_141
1649,2024-02-02,12,10,CUST_48
1650,2024-02-02,13,15,CUST_87
1651,2024-02-02,14,6,CUST_49
1652,2024-02-02,15,4,CUST_130
1653,2024-02-02,16,7,CUST_109
1654,2024-02-02,17,6,CUST_110
1655,2024-02-02,18,9,CUST_52
1656,2024-02-02,19,10,CUST_70
1657,2024-02-02,20,8,CUST_199
1658,2024-02-03,1,12,CUST_22
1659,2024-02-03,2,6,CUST_177
1660,2024-02-03,3,9,CUST_9
1661,2024-02-03,4,10,CUST_106
1662,2024-02-03,5,9,CUST_125
1663,2024-02-03,6,9,CUST_11
1664,2024-02-03,7,6,CUST_163
1665,2024-02-03,8,9,CUST_90
1666,2024-02-03,9,1,CUST_118
1667,2024-02-03,10,1,CUST_49
1668,2024-02-03,11,7,CUST_118
1669,2024-02-03,12,9,CUST_86
1670,2024-02-03,13,8,CUST_136
1671,2024-02-03,14,12,CUST_79
1672,2024-02-03,15,6,CUST_110
1673,2024-02-03,16,11,CUST_2
1674,2024-02-03,17,10,CUST_167
1675,2024-02-03,18,4,CUST_53
1676,2024-02-03,19,1,CUST_9
1677,2024-02-03,20,1,CUST_63
1678,2024-02-04,1,6,CUST_172
1679,2024-02-04,2,14,CUST_93
1680,2024-02-04,3,15,CUST_95
1681,2024-02-04,4,15,CUST_66
1682,2024-02-04,5,14,CUST_50
1683,2024-02-04,6,3,CUST_39
1684,2024-02-04,7,11,CUST_126
1685,2024-02-04,8,2,CUST_86
1686,2024-02-04,9,4,CUST_53
1687,2024-02-04,10,5,CUST_34
1688,2024-02-04,11,4,CUST_154
1689,2024-02-04,12,14,CUST_12
1690,2024-02-04,13,11,CUST_152
1691,2024-02-04,14,4,CUST_130
1692,2024-02-04,15,10,CUST_194
1693,2024-02-04,16,13,CUST_66
1694,2024-02-04,17,12,CUST_183
1695,2024-02-04,18,8,CUST_6
1696,2024-02-04,19,10,CUST_24
